title,vector_14d
Daniel Dae Kim,"[0.3, 1.0, 0.15, 1.5333333333333334, 1.3695092389449424, 1.0, 0.3333333333333333, 0.2978723404255319, 0.3025210084033613, 0.768052194464573, 15.333333333333334, 0.6, 0.5, 0.5]"
[the siren's story],"[0.3, 1.0, 0.75, 1.04, 1.137951375645433, 0.8, 0.2, 0.193717277486911, 0.3169230769230769, 0.7737750799636474, 10.4, 0.6, 0.5, 0.6]"
The Taxi,"[0.2, 1.0, 0.05, 6.5, 0.0, 1.0, 1.0, 0.23404255319148937, 0.2975206611570248, 0.817083765616342, 65.0, 0.4, 0.7777777777777778, 0.1]"
Poem [ÂKhrushchev is coming on the right day!Â],"[0.8, 1.0, 1.05, 1.157142857142857, 1.1817201805139885, 0.9047619047619048, 0.09523809523809523, 0.19791666666666666, 0.2896551724137931, 0.7894931229955716, 11.571428571428571, 0.4, 0.7272727272727273, 0.5]"
Fragment 5: Whom should I choose for my Judge?,"[0.9, 1.0, 0.05, 8.1, 0.0, 1.0, 1.0, 0.171875, 0.39416058394160586, 0.7302972686706136, 81.0, 0.6, 0.6666666666666666, 0.5]"
Creative Writing,"[0.2, 1.0, 0.1, 5.65, 6.9, 1.0, 0.5, 0.20652173913043478, 0.3665480427046263, 0.7418099737984106, 56.5, 0.4, 0.8461538461538461, 0.3]"
The Robin Makes a Laughing Sound,"[0.6, 1.0, 0.1, 2.4, 4.0, 1.0, 0.5, 0.24242424242424243, 0.2682926829268293, 0.7774122696354026, 24.0, 0.4, 0.8, 0.6]"
I Walk Back Nowhere,"[0.4, 1.0, 0.35, 3.0142857142857142, 7.959489266765495, 0.8571428571428571, 0.2857142857142857, 0.17777777777777778, 0.3225806451612903, 0.7901727435554896, 30.142857142857142, 0.6, 0.6470588235294118, 0.1]"
The Quaker Graveyard in Nantucket,"[0.5, 1.0, 4.65, 1.1010752688172043, 1.4273803732805745, 0.44086021505376344, 0.0967741935483871, 0.09496567505720824, 0.3383947939262473, 0.7656687044244627, 11.010752688172044, 0.4, 0.5833333333333334, 0.1]"
immediately motionless likeness,"[0.3, 1.0, 1.15, 0.8043478260869564, 2.7577421520036314, 0.782608695652174, 0.13043478260869565, 0.1693548387096774, 0.26198083067092653, 0.795693911955803, 8.043478260869565, 0.4, 0.7272727272727273, 0.5]"
Nature,"[0.1, 1.0, 0.55, 1.0272727272727273, 0.8616724080780209, 0.6363636363636364, 0.2727272727272727, 0.20253164556962025, 0.29651162790697677, 0.7920729538324197, 10.272727272727273, 0.6, 0.5833333333333334, 0.4]"
Chinese Silence No. 36,"[0.4, 1.0, 0.3, 3.2833333333333337, 2.726210230745645, 1.0, 0.16666666666666666, 0.17699115044247787, 0.34545454545454546, 0.7687685767182632, 32.833333333333336, 0.4, 0.7777777777777778, 0.1]"
Advection Blues,"[0.2, 1.0, 0.05, 11.1, 0.0, 1.0, 1.0, 0.17525773195876287, 0.4024896265560166, 0.7480244506155967, 111.0, 0.4, 0.6666666666666666, 0.1]"
Dedication,"[0.1, 1.0, 1.0, 1.01, 0.8435638683585257, 0.7894736842105263, 0.15789473684210525, 0.2, 0.24929178470254956, 0.8048299681665457, 10.1, 0.4, 0.7692307692307693, 0.3]"
Bowl,"[0.1, 1.0, 0.45, 0.7777777777777778, 0.893322277432968, 1.0, 0.1111111111111111, 0.1836734693877551, 0.2900763358778626, 0.8012914765192876, 7.777777777777778, 0.4, 0.75, 0.6]"
[photos of her father],"[0.4, 1.0, 0.05, 0.9, 0.0, 1.0, 1.0, 0.0, 0.3157894736842105, 0.7532664075116501, 9.0, 0.4, 0.6923076923076923, 0.2]"
Pinned in Place,"[0.3, 1.0, 0.1, 7.55, 3.5, 1.0, 0.5, 0.18110236220472442, 0.31666666666666665, 0.8127238674458771, 75.5, 0.4, 0.75, 0.5]"
The Sauchs in the Reuch Heuch Hauch,"[0.7, 0.8571428571428571, 0.25, 2.2, 2.25920339943087, 0.8, 0.4, 0.1625, 0.3489583333333333, 0.7758623717768279, 22.0, 0.4, 0.6428571428571429, 0.3]"
A Better Way to Zone,"[0.5, 1.0, 0.05, 8.6, 0.0, 1.0, 1.0, 0.1917808219178082, 0.2717391304347826, 0.7873512943710015, 86.0, 0.4, 0.7, 0.1]"
Sixth Ave. Green with Blue Corner,"[0.6, 1.0, 0.05, 1.0, 0.0, 1.0, 1.0, 0.2857142857142857, 0.3333333333333333, 0.7396154542891994, 10.0, 0.4, 0.7, 0.5]"
A Plague of Poets,"[0.4, 1.0, 0.1, 5.5, 9.2, 1.0, 0.5, 0.16, 0.3135593220338983, 0.7877993425558901, 55.0, 0.6, 0.9, 0.3]"
WhatÂs American About American Poetry?,"[0.5, 0.8, 0.1, 10.25, 0.7, 1.0, 0.5, 0.1724137931034483, 0.3007518796992481, 0.7811347597749462, 102.5, 0.4, 0.9166666666666666, 0.5]"
The Freaks at Spurgin Road Field,"[0.6, 1.0, 0.5, 1.51, 1.3695254652615994, 1.0, 0.1, 0.12962962962962962, 0.3107569721115538, 0.7800846594252705, 15.1, 0.4, 0.8181818181818182, 0.1]"
The Black Cock,"[0.3, 1.0, 0.05, 29.9, 0.0, 1.0, 1.0, 0.15441176470588236, 0.4, 0.7585419356218837, 299.0, 0.4, 0.8181818181818182, 0.1]"
Origin,"[0.1, 1.0, 0.05, 12.7, 0.0, 1.0, 1.0, 0.23684210526315788, 0.3108108108108108, 0.7680844391856564, 127.0, 0.4, 0.9090909090909091, 0.1]"
The New Decalogue,"[0.3, 1.0, 0.2, 2.6, 1.3928388277184118, 1.0, 0.25, 0.2, 0.3090909090909091, 0.7927590764990864, 26.0, 0.4, 0.6923076923076923, 0.2]"
"from The Countesse of MontgomeryÂs Urania: ÂLove peruse me, seeke, and findeÂ","[1.2, 1.0, 0.65, 0.7, 0.9734948935111616, 0.9230769230769231, 0.15384615384615385, 0.2222222222222222, 0.3898305084745763, 0.7716351415790479, 7.0, 0.6, 0.7692307692307693, 0.3]"
Love Field,"[0.2, 1.0, 1.4, 0.6892857142857143, 0.5407383463225754, 0.6785714285714286, 0.14285714285714285, 0.21468926553672316, 0.3208092485549133, 0.7822519756600815, 6.892857142857143, 0.4, 0.6923076923076923, 0.5]"
I Believe,"[0.2, 1.0, 0.85, 1.011764705882353, 0.44395205327325193, 0.7058823529411765, 0.11764705882352941, 0.17525773195876287, 0.26573426573426573, 0.7944023756130844, 10.117647058823529, 0.6, 0.7333333333333333, 0.5]"
body without the ÂdÂ,"[0.4, 1.0, 0.05, 32.9, 0.0, 1.0, 1.0, 0.1736842105263158, 0.2736318407960199, 0.8003243634470222, 329.0, 0.4, 0.8333333333333334, 0.1]"
Painted Ladies,"[0.2, 1.0, 0.85, 0.7235294117647059, 0.592221785818975, 0.8235294117647058, 0.17647058823529413, 0.19626168224299065, 0.3360323886639676, 0.7940475790526876, 7.235294117647059, 0.6, 0.6875, 0.5]"
Mysterious Neighbors,"[0.2, 1.0, 0.75, 1.1666666666666665, 1.1539304812490028, 0.8666666666666667, 0.2, 0.18584070796460178, 0.31353135313531355, 0.7752588525689638, 11.666666666666666, 0.4, 0.7272727272727273, 0.6]"
Seeing for a Moment,"[0.4, 1.0, 0.4, 0.875, 1.2678722333105967, 0.875, 0.25, 0.15942028985507245, 0.25203252032520324, 0.7731115495290316, 8.75, 0.4, 0.7142857142857143, 0.1]"
ÂAh MargaridaÂ,"[0.2, 1.0, 1.35, 0.47407407407407404, 0.359392873206169, 0.6296296296296297, 0.14814814814814814, 0.1956521739130435, 0.20434782608695654, 0.8414439250593474, 4.7407407407407405, 0.6, 0.8666666666666667, 0.2]"
Hillbilly Leviathan,"[0.2, 1.0, 0.1, 8.9, 3.8, 1.0, 0.5, 0.20869565217391303, 0.3423180592991914, 0.7857881370406316, 89.0, 0.4, 0.6666666666666666, 0.2]"
Green and Gold,"[0.3, 1.0, 0.4, 3.075, 4.9079017920084755, 0.875, 0.25, 0.14130434782608695, 0.2692307692307692, 0.8113466110173078, 30.75, 0.4, 0.7272727272727273, 0.1]"
Topoi,"[0.1, 1.0, 3.0, 0.375, 0.45110974274559845, 0.65, 0.08333333333333333, 0.18125, 0.31527093596059114, 0.7820723977196211, 3.75, 0.4, 0.7, 0.5]"
Death,"[0.1, 1.0, 0.1, 14.75, 16.9, 1.0, 0.5, 0.16393442622950818, 0.3165217391304348, 0.7965314618282036, 147.5, 0.4, 0.6666666666666666, 0.1]"
Walter B. Needs Some Time,"[0.5, 1.0, 1.65, 1.106060606060606, 1.4974235601996366, 0.6666666666666666, 0.1111111111111111, 0.10837438423645321, 0.3823008849557522, 0.7390962532304157, 11.06060606060606, 0.6, 0.6666666666666666, 0.2]"
Church,"[0.1, 1.0, 0.3, 1.4833333333333334, 2.1460558137093164, 1.0, 0.16666666666666666, 0.17142857142857143, 0.33974358974358976, 0.7771608853432972, 14.833333333333334, 0.4, 0.7647058823529411, 0.5]"
The Hastily Assembled Angel Also Sustains the World,"[0.8, 0.875, 0.5, 1.1, 1.3769531582446803, 0.7, 0.3, 0.20930232558139536, 0.3386243386243386, 0.7615088387764649, 11.0, 0.4, 0.7272727272727273, 0.1]"
Violins,"[0.1, 1.0, 0.2, 2.85, 2.9, 1.0, 0.25, 0.20652173913043478, 0.3232758620689655, 0.7805734906515367, 28.5, 0.6, 0.6, 0.1]"
Cabin,"[0.1, 1.0, 4.05, 1.0543209876543211, 0.718743335920015, 0.6, 0.0625, 0.12959381044487428, 0.29004329004329005, 0.7987787598953221, 10.54320987654321, 0.4, 0.6363636363636364, 0.1]"
Battlefield,"[0.1, 1.0, 0.2, 1.75, 1.445683229480096, 1.0, 0.25, 0.19480519480519481, 0.27611940298507465, 0.7706013066425705, 17.5, 0.4, 0.75, 0.1]"
Dawn at St. Patrick's,"[0.4, 1.0, 0.1, 19.6, 23.2, 1.0, 0.5, 0.16549295774647887, 0.30283505154639173, 0.7943710213328828, 196.0, 0.4, 0.9, 0.2]"
As If the Trees By Their Very Roots Had Hold of Us,"[1.2, 1.0, 0.5, 3.6100000000000003, 11.957742261815145, 0.9, 0.2, 0.13333333333333333, 0.30503597122302156, 0.7996029741440517, 36.1, 0.4, 0.6875, 0.6]"
from The Unfollowing:Â 7,"[0.4, 1.0, 0.5, 2.1100000000000003, 1.7764008556629327, 1.0, 0.1, 0.13548387096774195, 0.26595744680851063, 0.7837640654422474, 21.1, 0.4, 0.7272727272727273, 0.6]"
There Is A Garden In Her Face,"[0.7, 1.0, 0.35, 1.4857142857142858, 1.9136459485303259, 0.7142857142857143, 0.2857142857142857, 0.17894736842105263, 0.38974358974358975, 0.7553656430392722, 14.857142857142858, 0.4, 0.7692307692307693, 0.4]"
Allowance,"[0.1, 1.0, 0.1, 1.85, 0.7, 1.0, 0.5, 0.22857142857142856, 0.25333333333333335, 0.8002280056993004, 18.5, 0.6, 0.5625, 0.5]"
Ultima Thule: Dedication to G. W. G.,"[0.7, 0.8571428571428571, 0.2, 2.45, 4.736032094485847, 1.0, 0.25, 0.14925373134328357, 0.36809815950920244, 0.7381413049126065, 24.5, 0.6, 0.5833333333333334, 0.1]"
On Old Ideas,"[0.3, 1.0, 0.1, 9.35, 16.5, 1.0, 0.5, 0.20149253731343283, 0.35403726708074534, 0.7670794802138535, 93.5, 0.4, 0.8461538461538461, 0.4]"
Nailing Wings to the Dead,"[0.5, 1.0, 0.1, 6.55, 10.5, 1.0, 0.5, 0.171875, 0.3684210526315789, 0.7660133044067874, 65.5, 0.4, 0.6153846153846154, 0.3]"
I started Early Â Took my Dog Â (656),"[0.9, 0.8888888888888888, 0.1, 10.4, 1.6, 1.0, 1.0, 0.2032520325203252, 0.32448377581120946, 0.7588370924894453, 104.0, 0.4, 0.7857142857142857, 0.1]"
Cairo,"[0.1, 1.0, 0.25, 4.16, 8.796908547893402, 0.8, 0.4, 0.16911764705882354, 0.3423180592991914, 0.7733576760458779, 41.6, 0.4, 0.7, 0.1]"
In the Gallery of the Ordinary,"[0.6, 0.8333333333333334, 0.15, 2.933333333333333, 2.0805982045769644, 1.0, 0.3333333333333333, 0.2, 0.36507936507936506, 0.7469424385828906, 29.333333333333332, 0.4, 0.6666666666666666, 0.3]"
"A Covered Bridge in Littleton, New Hampshire","[0.7, 1.0, 0.25, 3.3600000000000003, 1.8829763673503712, 1.0, 0.2, 0.17894736842105263, 0.2793103448275862, 0.7785071361789067, 33.6, 0.4, 0.8461538461538461, 0.1]"
Morning Talk,"[0.2, 1.0, 0.4, 1.6875, 2.4381088983062265, 1.0, 0.14285714285714285, 0.20168067226890757, 0.32432432432432434, 0.7936576311803569, 16.875, 0.4, 0.8181818181818182, 0.2]"
Twilight Blues,"[0.2, 1.0, 0.1, 1.6, 2.8, 1.0, 0.5, 0.09523809523809523, 0.32786885245901637, 0.754665935647911, 16.0, 0.4, 0.6153846153846154, 0.1]"
Grandmother Eliza,"[0.2, 1.0, 0.05, 18.0, 0.0, 1.0, 1.0, 0.192, 0.3563218390804598, 0.7938027563623424, 180.0, 0.6, 0.5789473684210527, 0.3]"
Veterans of the Seventies,"[0.4, 1.0, 0.8, 0.91875, 0.675347132962005, 0.75, 0.1875, 0.13636363636363635, 0.33884297520661155, 0.7681157466614762, 9.1875, 0.4, 0.9, 0.3]"
The Cremation of Sam McGee,"[0.5, 1.0, 0.45, 9.144444444444444, 45.015958761420116, 0.5555555555555556, 0.2222222222222222, 0.1232876712328767, 0.3253909158600149, 0.7856546805233644, 91.44444444444444, 0.6, 0.7333333333333333, 0.2]"
The Moose,"[0.2, 1.0, 4.3, 0.8813953488372093, 1.4714370852086813, 0.5465116279069767, 0.1511627906976744, 0.13190184049079753, 0.31229454306377386, 0.778997325700668, 8.813953488372093, 0.4, 0.7333333333333333, 0.1]"
Analysis of Baseball,"[0.3, 1.0, 1.6, 0.3375, 0.18540496217739158, 0.46875, 0.15625, 0.15789473684210525, 0.3118279569892473, 0.7374495716375828, 3.375, 0.4, 0.8, 0.1]"
Plumblossom,"[0.1, 1.0, 0.55, 1.6363636363636362, 4.0138602840862925, 1.0, 0.09090909090909091, 0.18446601941747573, 0.365625, 0.7502682235823493, 16.363636363636363, 0.4, 0.8333333333333334, 0.1]"
Mechanism,"[0.1, 1.0, 1.65, 0.8363636363636363, 0.6528597822785567, 0.8125, 0.09375, 0.16141732283464566, 0.3271186440677966, 0.7666874129186735, 8.363636363636363, 0.6, 0.7, 0.5]"
Calling Him Back from Layoff,"[0.5, 1.0, 0.25, 5.2, 5.8405479195020735, 1.0, 0.2, 0.19393939393939394, 0.25892857142857145, 0.7910862993472509, 52.0, 0.4, 0.75, 0.2]"
"Amoretti IV:  ""New yeare forth looking out of Janus gate""","[1.0, 1.0, 0.05, 2.0, 0.0, 1.0, 1.0, 0.15384615384615385, 0.3, 0.7657306582192668, 20.0, 0.4, 0.6153846153846154, 0.5]"
Makeup,"[0.1, 1.0, 0.5, 1.47, 2.0977130404323656, 0.8, 0.2, 0.1941747572815534, 0.33691756272401435, 0.7753511128548078, 14.7, 0.4, 0.9, 0.5]"
Love (I),"[0.2, 1.0, 0.35, 1.5142857142857142, 1.8218626933634128, 0.8571428571428571, 0.2857142857142857, 0.1797752808988764, 0.24615384615384617, 0.8151913923794214, 15.142857142857142, 0.4, 0.5384615384615384, 0.5]"
The Impossible Replication of Desire,"[0.5, 1.0, 0.05, 5.5, 0.0, 1.0, 1.0, 0.2459016393442623, 0.358974358974359, 0.7490076445438124, 55.0, 0.4, 0.7, 0.5]"
Ode to a Grasshopper,"[0.4, 1.0, 0.05, 21.6, 0.0, 1.0, 1.0, 0.13414634146341464, 0.28289473684210525, 0.7910290441623853, 216.0, 0.4, 0.6363636363636364, 0.1]"
The Crowd He Becomes,"[0.4, 1.0, 0.55, 5.481818181818182, 10.287085701568008, 0.9090909090909091, 0.18181818181818182, 0.11481481481481481, 0.31833910034602075, 0.7849203147612043, 54.81818181818182, 0.6, 0.75, 0.1]"
Tyranny of Moths,"[0.3, 1.0, 0.05, 3.6, 0.0, 1.0, 1.0, 0.24561403508771928, 0.3173076923076923, 0.7886365106115422, 36.0, 0.4, 0.8461538461538461, 0.3]"
Fanny,"[0.1, 1.0, 5.75, 1.8139130434782609, 2.6772973986949227, 0.5045045045045045, 0.0990990990990991, 0.06869688385269122, 0.317989417989418, 0.7793980235657906, 18.139130434782608, 0.4, 0.9166666666666666, 0.2]"
jumped!,"[0.1, 1.0, 0.35, 4.6, 13.610919985700557, 0.7142857142857143, 0.42857142857142855, 0.16145833333333334, 0.27495908346972175, 0.8079062911142639, 46.0, 0.4, 1.0, 0.2]"
Not Pastoral Enough,"[0.3, 1.0, 0.4, 1.7125, 1.5538259233260334, 0.75, 0.375, 0.11764705882352941, 0.328, 0.7740830959960904, 17.125, 0.4, 0.6086956521739131, 0.6]"
The Spider and the Ghost of the Fly,"[0.8, 0.75, 0.05, 5.2, 0.0, 1.0, 1.0, 0.2, 0.30612244897959184, 0.7746409555850883, 52.0, 0.4, 0.8461538461538461, 0.1]"
Advice,"[0.1, 1.0, 0.05, 7.3, 0.0, 1.0, 1.0, 0.15217391304347827, 0.2782608695652174, 0.8038062182650471, 73.0, 0.4, 0.7777777777777778, 0.2]"
Days,"[0.1, 1.0, 0.05, 1.8, 0.0, 1.0, 1.0, 0.18181818181818182, 0.35135135135135137, 0.7330723369957227, 18.0, 0.6, 0.75, 0.5]"
About My Birthday,"[0.3, 1.0, 0.1, 1.6, 0.2, 1.0, 0.5, 0.14285714285714285, 0.2909090909090909, 0.8300912321548658, 16.0, 0.4, 0.9090909090909091, 0.3]"
I Like,"[0.2, 1.0, 1.05, 0.9428571428571428, 2.124300605193269, 0.8, 0.15, 0.20481927710843373, 0.2917647058823529, 0.7955245623302467, 9.428571428571429, 0.4, 0.8181818181818182, 0.5]"
When Roots Are Exposed,"[0.4, 1.0, 0.05, 11.4, 0.0, 1.0, 1.0, 0.20175438596491227, 0.29454545454545455, 0.7911394876420714, 114.0, 0.4, 0.8181818181818182, 0.5]"
Summer,"[0.1, 1.0, 0.05, 16.1, 0.0, 1.0, 1.0, 0.20588235294117646, 0.31636363636363635, 0.7961614930111635, 161.0, 0.4, 1.0, 0.4]"
Alive,"[0.1, 1.0, 0.55, 1.2727272727272727, 1.5185900376597163, 0.9090909090909091, 0.18181818181818182, 0.21649484536082475, 0.34408602150537637, 0.764536753545237, 12.727272727272727, 0.4, 0.6666666666666666, 0.5]"
Vesper Sparrows,"[0.2, 1.0, 0.1, 10.35, 6.7, 0.0, 0.0, 0.1631578947368421, 0.3606194690265487, 0.7562866458822609, 103.5, 0.4, 0.7692307692307693, 0.1]"
Cantico del Sole,"[0.3, 1.0, 0.3, 1.4, 1.851125783588643, 0.8, 0.4, 0.20512820512820512, 0.27439024390243905, 0.7980131012938304, 14.0, 0.4, 1.0, 0.6]"
Are We There Yet?,"[0.4, 1.0, 0.05, 20.8, 0.0, 1.0, 1.0, 0.18243243243243243, 0.2896039603960396, 0.802239155547397, 208.0, 0.4, 0.7272727272727273, 0.3]"
A Blind Fisherman,"[0.3, 1.0, 0.15, 6.566666666666667, 15.933472802736873, 1.0, 0.3333333333333333, 0.15950920245398773, 0.32344213649851633, 0.7776186625348926, 65.66666666666667, 0.4, 0.8181818181818182, 0.1]"
Naming the Heartbeats,"[0.3, 1.0, 0.7, 1.1285714285714286, 0.31558174334820743, 0.9285714285714286, 0.14285714285714285, 0.1919191919191919, 0.28113879003558717, 0.7880072792998796, 11.285714285714286, 0.4, 0.55, 0.5]"
First Grade,"[0.2, 1.0, 0.1, 2.65, 0.1, 1.0, 0.5, 0.15625, 0.2911392405063291, 0.7939608644440681, 26.5, 0.4, 0.7, 0.1]"
Glacial Erratics,"[0.2, 1.0, 0.25, 1.26, 1.0007996802557444, 1.0, 0.2, 0.2, 0.3963963963963964, 0.7490587435400585, 12.6, 0.4, 0.7692307692307693, 0.4]"
"Pulled Over in Short Hills, NJ, 8:00 AM","[0.8, 1.0, 0.1, 4.95, 9.3, 1.0, 0.5, 0.175, 0.3485714285714286, 0.7862122629346455, 49.5, 0.4, 0.8571428571428571, 0.1]"
Morning Warming,"[0.2, 1.0, 0.7, 0.37142857142857144, 0.5038626311013827, 0.8461538461538461, 0.15384615384615385, 0.23529411764705882, 0.3048780487804878, 0.7801249219192785, 3.7142857142857144, 0.4, 1.0, 0.6]"
truth,"[0.1, 1.0, 0.05, 7.9, 0.0, 1.0, 1.0, 0.13580246913580246, 0.37888198757763975, 0.7493686970079793, 79.0, 0.4, 0.8, 0.4]"
Exit Glacier,"[0.2, 1.0, 0.15, 1.8333333333333333, 0.8219218670625302, 1.0, 0.3333333333333333, 0.18518518518518517, 0.32786885245901637, 0.7770337704868412, 18.333333333333332, 0.4, 0.8461538461538461, 0.1]"
The Only Museum,"[0.3, 1.0, 0.05, 8.0, 0.0, 1.0, 1.0, 0.1111111111111111, 0.3, 0.8129569264914772, 80.0, 0.4, 0.8, 0.1]"
The Cataract of Lodore,"[0.4, 1.0, 0.4, 7.0625, 7.756247481869051, 0.5, 0.625, 0.11877394636015326, 0.2967265047518479, 0.7570235687330523, 70.625, 0.4, 0.6923076923076923, 0.1]"
Face,"[0.1, 1.0, 0.15, 10.333333333333332, 2.8767265347188555, 1.0, 0.3333333333333333, 0.1718213058419244, 0.3171428571428571, 0.78606301799775, 103.33333333333333, 0.4, 0.5, 0.5]"
Capriccio of the Imaginary Prison,"[0.5, 1.0, 0.05, 15.3, 0.0, 1.0, 1.0, 0.17985611510791366, 0.3185840707964602, 0.7462719081692559, 153.0, 0.4, 0.5384615384615384, 0.1]"
In the Cold Country,"[0.4, 1.0, 1.2, 0.7375, 0.2367312118556965, 0.7083333333333334, 0.16666666666666666, 0.18333333333333332, 0.32919254658385094, 0.7721620937885713, 7.375, 0.4, 0.6666666666666666, 0.1]"
Publication Â is the Auction (788),"[0.6, 1.0, 0.05, 7.4, 0.0, 0.0, 0.0, 0.12, 0.25396825396825395, 0.804674373893202, 74.0, 0.4, 0.7857142857142857, 0.2]"
El Florida Room,"[0.3, 1.0, 0.05, 24.8, 0.0, 1.0, 1.0, 0.16748768472906403, 0.30831643002028397, 0.7883737291010156, 248.0, 0.4, 0.7692307692307693, 0.5]"
Human Lot,"[0.2, 1.0, 0.1, 9.2, 7.8, 1.0, 0.5, 0.16911764705882354, 0.3125, 0.7961998017653409, 92.0, 0.4, 0.8888888888888888, 0.6]"
"Song: to Celia [Come, my Celia, let us prove]","[0.9, 1.0, 0.45, 1.2, 1.339983416149452, 0.7777777777777778, 0.2222222222222222, 0.21428571428571427, 0.3793103448275862, 0.7679398911246992, 12.0, 0.4, 0.6666666666666666, 0.4]"
Sweeney among the Nightingales,"[0.4, 1.0, 0.1, 8.95, 17.5, 1.0, 1.0, 0.19117647058823528, 0.34177215189873417, 0.754012174356768, 89.5, 0.6, 0.7777777777777778, 0.1]"
Man of the House,"[0.4, 1.0, 0.05, 8.1, 0.0, 1.0, 1.0, 0.22807017543859648, 0.3151515151515151, 0.7928344425209475, 81.0, 0.4, 0.75, 0.1]"
Stepping Out of the Light,"[0.5, 1.0, 0.55, 2.2, 3.766840972099952, 0.9090909090909091, 0.18181818181818182, 0.17672413793103448, 0.25080906148867316, 0.8298463826554615, 22.0, 0.4, 0.7692307692307693, 0.1]"
Etching of the Plague Years,"[0.5, 1.0, 0.85, 1.4058823529411764, 1.2970021329481198, 0.8235294117647058, 0.11764705882352941, 0.18137254901960784, 0.2678185745140389, 0.8199814503153909, 14.058823529411764, 0.4, 0.625, 0.1]"
Early Poem,"[0.2, 1.0, 4.9, 1.7122448979591838, 2.6136635178595107, 0.5051546391752577, 0.09278350515463918, 0.0548885077186964, 0.3688110474907376, 0.7745916143943891, 17.122448979591837, 0.4, 1.0, 0.5]"
"Safari, Rift Valley","[0.3, 1.0, 0.25, 2.1, 1.9879637823662684, 1.0, 0.2, 0.22388059701492538, 0.4011299435028249, 0.7351962964625486, 21.0, 0.4, 0.9230769230769231, 0.5]"
In Memoriam A. H. H. OBIIT MDCCCXXXIII: 106,"[0.8, 0.875, 0.85, 1.2294117647058824, 1.257008036629937, 0.8823529411764706, 0.11764705882352941, 0.11042944785276074, 0.29283489096573206, 0.791454176173764, 12.294117647058824, 0.6, 0.631578947368421, 0.1]"
Inventory,"[0.1, 1.0, 0.7, 3.9357142857142855, 7.364628646580954, 0.8571428571428571, 0.14285714285714285, 0.13350125944584382, 0.2914438502673797, 0.806189250743068, 39.357142857142854, 0.4, 0.8888888888888888, 0.3]"
The Kite,"[0.2, 1.0, 0.5, 1.54, 0.8997777503361595, 0.9, 0.2, 0.1941747572815534, 0.2723735408560311, 0.7931093052492525, 15.4, 0.4, 0.7333333333333333, 0.6]"
Huptemugs,"[0.1, 1.0, 0.05, 25.1, 0.0, 1.0, 1.0, 0.17592592592592593, 0.3416149068322981, 0.76835154038831, 251.0, 0.4, 0.6666666666666666, 0.1]"
Testament,"[0.1, 1.0, 0.55, 1.2181818181818183, 0.8260230321164034, 0.8181818181818182, 0.18181818181818182, 0.1619047619047619, 0.4022346368715084, 0.7075749319700684, 12.181818181818182, 0.4, 0.5384615384615384, 0.3]"
"Pallinode, Book 1, Section 8","[0.5, 1.0, 2.1, 1.1928571428571428, 5.401832644424237, 0.725, 0.125, 0.14233576642335766, 0.33046683046683045, 0.785889664889346, 11.928571428571429, 0.4, 0.75, 0.6]"
Graves,"[0.1, 1.0, 0.2, 2.95, 3.976179070414209, 1.0, 0.25, 0.1728395061728395, 0.33482142857142855, 0.7482241366351094, 29.5, 0.4, 0.7692307692307693, 0.4]"
A New England Bachelor,"[0.4, 1.0, 0.2, 5.825, 5.219913792391595, 1.0, 0.25, 0.18571428571428572, 0.26304347826086955, 0.7955153477714552, 58.25, 0.4, 0.6, 0.4]"
Winter Journal: Gray Shadings,"[0.4, 1.0, 0.3, 2.15, 2.959166549328825, 1.0, 0.16666666666666666, 0.1588785046728972, 0.328, 0.7563078157673276, 21.5, 0.4, 0.8181818181818182, 0.3]"
A Momentary Longing to Hear Sad Advice from One Long Dead,"[1.1, 1.0, 1.1, 0.9954545454545455, 1.1762456031833932, 0.7727272727272727, 0.13636363636363635, 0.20588235294117646, 0.2393617021276596, 0.8188866395443442, 9.954545454545455, 0.4, 0.6363636363636364, 0.1]"
Poem for My Father,"[0.4, 1.0, 0.15, 14.133333333333335, 39.26808146856963, 1.0, 0.5, 0.1396508728179551, 0.262782401902497, 0.7897400799077624, 141.33333333333334, 0.4, 0.9166666666666666, 0.5]"
A Winter Piece,"[0.3, 1.0, 0.2, 24.65, 28.255441953719288, 1.0, 0.25, 0.09170854271356783, 0.3447845096814491, 0.7726792377367807, 246.5, 0.6, 0.6842105263157895, 0.4]"
The Evening-Watch: A Dialogue,"[0.4, 1.0, 0.45, 1.3333333333333335, 1.7713773674115232, 0.6666666666666666, 0.2222222222222222, 0.16853932584269662, 0.2923076923076923, 0.7983807547615888, 13.333333333333334, 0.4, 0.75, 0.1]"
Grunge,"[0.1, 1.0, 0.15, 4.1, 2.747119703738202, 1.0, 0.3333333333333333, 0.2222222222222222, 0.2537878787878788, 0.804971915814556, 41.0, 0.4, 0.6666666666666666, 0.1]"
Buckeye as You Are,"[0.4, 1.0, 0.65, 0.5230769230769231, 1.3454283759431045, 0.9230769230769231, 0.15384615384615385, 0.19672131147540983, 0.34558823529411764, 0.7926937065481443, 5.230769230769231, 0.4, 0.8888888888888888, 0.1]"
The Blessed City,"[0.3, 1.0, 0.65, 3.3692307692307693, 3.3165177431800963, 0.9230769230769231, 0.15384615384615385, 0.1324200913242009, 0.3005698005698006, 0.801689764479014, 33.69230769230769, 0.4, 0.75, 0.6]"
